Order_ID,Product_Name,Category,Quantity,Price_per_Unit,Total_Price,Order_Date,Store_Location,Stock_Available, Customer_Rating ,Revenue_Category,Order_Month,Rating_Category,Month
5880,Bhel Puri,Snacks,9,35,315,15-11-2024,Pune,511, 3.00 ,Low,November,Average,2024-11
5881,Rasgulla Tin,Sweets,20,80,1600,06-08-2024,Mumbai,987, 3.20 ,High,August,Average,2024-08
5882,Mathri,Snacks,11,40,440,07-02-2025,Hyderabad,547, 4.20 ,Low,February,Good,2025-02
5883,Aloo Bhujia,Snacks,1,20,20,03-02-2025,Pune,912, 4.20 ,Low,February,Good,2025-02
5884,Masala Papad,Appetizers,11,10,110,03-03-2025,Lucknow,860, 4.60 ,Low,March,Good,2025-03
5885,Rasgulla Tin,Sweets,14,80,1120,08-03-2025,Kolkata,32, 2.60 ,High,March,Bad,2025-03
5886,Bhel Puri,Snacks,20,35,700,15-11-2024,Hyderabad,211, 2.80 ,Medium,November,Bad,2024-11
5887,Aloo Bhujia,Snacks,8,20,160,27-06-2024,Chennai,589, 4.20 ,Low,June,Good,2024-06
5888,Gulab Jamun Tin,Sweets,17,90,1530,12-11-2024,Jaipur,93, 3.40 ,High,November,Average,2024-11
5889,Bhel Puri,Snacks,8,35,280,23-05-2025,Chennai,364, 4.10 ,Low,May,Good,2025-05
5890,Kaju Katli,Sweets,18,150,2700,19-05-2025,Mumbai,39, 2.50 ,High,May,Bad,2025-05
5891,Navratan Mix,Snacks,12,25,300,18-10-2024,Chennai,211, 4.60 ,Low,October,Good,2024-10
5892,Gulab Jamun Tin,Sweets,11,90,990,07-03-2025,Pune,469, 3.76 ,Medium,March,Average,2025-03
5893,Chana Dal Namkeen,Snacks,16,30,480,12-09-2024,Bangalore,523, 2.70 ,Low,September,Bad,2024-09
5894,Kaju Katli,Sweets,13,150,1950,01-07-2024,Hyderabad,622, 4.10 ,High,July,Good,2024-07
5895,Chana Dal Namkeen,Snacks,19,30,570,28-03-2025,Kolkata,361, 3.40 ,Medium,March,Average,2025-03
5896,Kaju Katli,Sweets,20,150,3000,13-12-2024,Lucknow,379, 2.60 ,High,December,Bad,2024-12
5897,Kaju Katli,Sweets,11,150,1650,04-06-2025,Chennai,704, 2.80 ,High,June,Bad,2025-06
5898,Navratan Mix,Snacks,15,25,375,24-09-2024,Mumbai,307, 4.70 ,Low,September,Good,2024-09
5899,Masala Papad,Appetizers,3,10,30,26-05-2025,Ahmedabad,229, 4.90 ,Low,May,Good,2025-05
5900,Kaju Katli,Sweets,5,150,750,03-11-2024,Hyderabad,146, 2.70 ,Medium,November,Bad,2024-11
5901,Chana Dal Namkeen,Snacks,17,30,510,19-06-2024,Ahmedabad,167, 2.70 ,Medium,June,Bad,2024-06
5902,Kaju Katli,Sweets,4,150,600,21-10-2024,Mumbai,624, 3.00 ,Medium,October,Average,2024-10
5903,Masala Papad,Appetizers,12,10,120,25-04-2025,Jaipur,302, 3.30 ,Low,April,Average,2025-04
5904,Aloo Bhujia,Snacks,7,20,140,16-04-2025,Delhi,808, 2.80 ,Low,April,Bad,2025-04
5905,Soan Papdi,Sweets,20,70,1400,07-10-2024,Kolkata,474, 3.80 ,High,October,Average,2024-10
5906,Bhel Puri,Snacks,5,35,175,10-10-2024,Kolkata,973, 4.60 ,Low,October,Good,2024-10
5907,Kaju Katli,Sweets,8,150,1200,28-09-2024,Bangalore,740, 4.50 ,High,September,Good,2024-09
5908,Masala Papad,Appetizers,10,10,100,05-05-2025,Delhi,754, 4.00 ,Low,May,Good,2025-05
5909,Soan Papdi,Sweets,8,70,560,19-12-2024,Kolkata,659, 4.50 ,Medium,December,Good,2024-12
5910,Mathri,Snacks,9,40,360,11-05-2025,Mumbai,180, 2.70 ,Low,May,Bad,2025-05
5911,Bhel Puri,Snacks,2,35,70,09-03-2025,Hyderabad,735, 2.90 ,Low,March,Bad,2025-03
5912,Chana Dal Namkeen,Snacks,19,30,570,04-03-2025,Hyderabad,596, 4.30 ,Medium,March,Good,2025-03
5913,Masala Papad,Appetizers,16,10,160,20-07-2024,Lucknow,935, 2.80 ,Low,July,Bad,2024-07
5914,Gulab Jamun Tin,Sweets,5,90,450,15-05-2025,Hyderabad,309, 2.70 ,Low,May,Bad,2025-05
5915,Mathri,Snacks,3,40,120,08-09-2024,Mumbai,208, 4.40 ,Low,September,Good,2024-09
5916,Gulab Jamun Tin,Sweets,9,90,810,03-08-2024,Ahmedabad,727, 2.70 ,Medium,August,Bad,2024-08
5917,Gulab Jamun Tin,Sweets,20,90,1800,06-10-2024,Lucknow,442, 4.70 ,High,October,Good,2024-10
5918,Soan Papdi,Sweets,18,70,1260,27-03-2025,Pune,89, 3.10 ,High,March,Average,2025-03
5919,Rasgulla Tin,Sweets,4,80,320,01-12-2024,Mumbai,154, 3.76 ,Low,December,Average,2024-12
5920,Rasgulla Tin,Sweets,20,80,1600,08-04-2025,Mumbai,904, 3.00 ,High,April,Average,2025-04
5921,Navratan Mix,Snacks,8,25,200,28-04-2025,Delhi,94, 4.60 ,Low,April,Good,2025-04
5922,Bhel Puri,Snacks,2,35,70,14-10-2024,Bangalore,632, 4.00 ,Low,October,Good,2024-10
5923,Bhel Puri,Snacks,18,35,630,24-09-2024,Ahmedabad,728, 3.40 ,Medium,September,Average,2024-09
5924,Soan Papdi,Sweets,10,70,700,22-03-2025,Hyderabad,161, 4.60 ,Medium,March,Good,2025-03
5925,Navratan Mix,Snacks,19,25,475,20-11-2024,Lucknow,36, 2.70 ,Low,November,Bad,2024-11
5926,Gulab Jamun Tin,Sweets,7,90,630,01-02-2025,Hyderabad,401, 4.30 ,Medium,February,Good,2025-02
5927,Gulab Jamun Tin,Sweets,4,90,360,17-02-2025,Jaipur,982, 4.40 ,Low,February,Good,2025-02
5928,Soan Papdi,Sweets,16,70,1120,16-07-2024,Delhi,307, 4.30 ,High,July,Good,2024-07
5929,Navratan Mix,Snacks,16,25,400,23-08-2024,Mumbai,11, 3.00 ,Low,August,Average,2024-08
5930,Bhel Puri,Snacks,19,35,665,30-11-2024,Mumbai,633, 3.80 ,Medium,November,Average,2024-11
5931,Chana Dal Namkeen,Snacks,10,30,300,02-09-2024,Delhi,328, 2.60 ,Low,September,Bad,2024-09
5932,Gulab Jamun Tin,Sweets,7,90,630,01-06-2025,Bangalore,23, 5.00 ,Medium,June,Good,2025-06
5933,Masala Papad,Appetizers,9,10,90,27-04-2025,Lucknow,376, 4.90 ,Low,April,Good,2025-04
5934,Navratan Mix,Snacks,9,25,225,17-11-2024,Ahmedabad,486, 3.40 ,Low,November,Average,2024-11
5935,Chana Dal Namkeen,Snacks,15,30,450,26-03-2025,Hyderabad,769, 3.40 ,Low,March,Average,2025-03
5936,Chana Dal Namkeen,Snacks,5,30,150,17-12-2024,Chennai,77, 4.40 ,Low,December,Good,2024-12
5937,Gulab Jamun Tin,Sweets,4,90,360,02-04-2025,Pune,26, 4.20 ,Low,April,Good,2025-04
5938,Bhel Puri,Snacks,3,35,105,29-12-2024,Mumbai,667, 4.20 ,Low,December,Good,2024-12
5939,Aloo Bhujia,Snacks,11,20,220,14-05-2025,Jaipur,999, 2.60 ,Low,May,Bad,2025-05
5940,Gulab Jamun Tin,Sweets,19,90,1710,04-11-2024,Lucknow,388, 3.00 ,High,November,Average,2024-11
5941,Soan Papdi,Sweets,13,70,910,26-04-2025,Jaipur,23, 3.76 ,Medium,April,Average,2025-04
5942,Mathri,Snacks,20,40,800,03-07-2024,Kolkata,412, 4.70 ,Medium,July,Good,2024-07
5943,Soan Papdi,Sweets,13,70,910,29-12-2024,Lucknow,251, 2.80 ,Medium,December,Bad,2024-12
5944,Gulab Jamun Tin,Sweets,7,90,630,15-04-2025,Jaipur,60, 3.76 ,Medium,April,Average,2025-04
5945,Navratan Mix,Snacks,11,25,275,12-08-2024,Ahmedabad,838, 3.76 ,Low,August,Average,2024-08
5946,Aloo Bhujia,Snacks,19,20,380,07-07-2024,Jaipur,887, 3.20 ,Low,July,Average,2024-07
5947,Aloo Bhujia,Snacks,18,20,360,10-10-2024,Pune,202, 3.00 ,Low,October,Average,2024-10
5948,Gulab Jamun Tin,Sweets,1,90,90,14-03-2025,Pune,345, 4.40 ,Low,March,Good,2025-03
5949,Masala Papad,Appetizers,10,10,100,25-12-2024,Ahmedabad,710, 3.00 ,Low,December,Average,2024-12
5950,Rasgulla Tin,Sweets,8,80,640,15-11-2024,Jaipur,343, 2.50 ,Medium,November,Bad,2024-11
5951,Mathri,Snacks,16,40,640,03-08-2024,Bangalore,145, 4.70 ,Medium,August,Good,2024-08
5952,Bhel Puri,Snacks,5,35,175,11-04-2025,Hyderabad,563, 4.40 ,Low,April,Good,2025-04
5953,Kaju Katli,Sweets,11,150,1650,08-05-2025,Mumbai,216, 2.80 ,High,May,Bad,2025-05
5954,Mathri,Snacks,14,40,560,01-01-2025,Delhi,986, 3.30 ,Medium,January,Average,2025-01
5955,Rasgulla Tin,Sweets,8,80,640,19-05-2025,Pune,507, 4.80 ,Medium,May,Good,2025-05
5956,Bhel Puri,Snacks,16,35,560,18-01-2025,Chennai,405, 4.60 ,Medium,January,Good,2025-01
5957,Gulab Jamun Tin,Sweets,5,90,450,23-06-2024,Chennai,544, 3.76 ,Low,June,Average,2024-06
5958,Masala Papad,Appetizers,8,10,80,18-08-2024,Pune,261, 3.80 ,Low,August,Average,2024-08
5959,Soan Papdi,Sweets,14,70,980,25-08-2024,Kolkata,529, 3.70 ,Medium,August,Average,2024-08
5960,Masala Papad,Appetizers,4,10,40,17-05-2025,Pune,236, 2.70 ,Low,May,Bad,2025-05
5961,Aloo Bhujia,Snacks,13,20,260,01-05-2025,Chennai,108, 3.40 ,Low,May,Average,2025-05
5962,Rasgulla Tin,Sweets,19,80,1520,28-08-2024,Jaipur,492, 2.80 ,High,August,Bad,2024-08
5963,Kaju Katli,Sweets,17,150,2550,03-05-2025,Kolkata,4, 2.80 ,High,May,Bad,2025-05
5964,Masala Papad,Appetizers,9,10,90,04-07-2024,Mumbai,378, 3.90 ,Low,July,Average,2024-07
5965,Masala Papad,Appetizers,7,10,70,16-09-2024,Pune,913, 3.50 ,Low,September,Average,2024-09
5966,Soan Papdi,Sweets,4,70,280,24-06-2024,Mumbai,314, 2.60 ,Low,June,Bad,2024-06
5967,Gulab Jamun Tin,Sweets,13,90,1170,06-12-2024,Mumbai,91, 2.90 ,High,December,Bad,2024-12
5968,Aloo Bhujia,Snacks,11,20,220,01-07-2024,Hyderabad,347, 3.20 ,Low,July,Average,2024-07
5969,Kaju Katli,Sweets,9,150,1350,03-06-2025,Bangalore,759, 4.90 ,High,June,Good,2025-06
5970,Soan Papdi,Sweets,17,70,1190,29-10-2024,Kolkata,947, 4.40 ,High,October,Good,2024-10
5971,Gulab Jamun Tin,Sweets,16,90,1440,12-03-2025,Jaipur,91, 4.50 ,High,March,Good,2025-03
5972,Gulab Jamun Tin,Sweets,10,90,900,28-08-2024,Kolkata,647, 3.20 ,Medium,August,Average,2024-08
5973,Kaju Katli,Sweets,19,150,2850,26-09-2024,Hyderabad,690, 3.60 ,High,September,Average,2024-09
5974,Aloo Bhujia,Snacks,8,20,160,02-11-2024,Delhi,871, 4.00 ,Low,November,Good,2024-11
5975,Soan Papdi,Sweets,5,70,350,27-04-2025,Bangalore,508, 4.90 ,Low,April,Good,2025-04
5976,Bhel Puri,Snacks,13,35,455,09-12-2024,Lucknow,482, 4.20 ,Low,December,Good,2024-12
5977,Navratan Mix,Snacks,15,25,375,25-12-2024,Chennai,399, 3.10 ,Low,December,Average,2024-12
5978,Kaju Katli,Sweets,2,150,300,13-11-2024,Lucknow,332, 4.10 ,Low,November,Good,2024-11
5979,Aloo Bhujia,Snacks,19,20,380,13-02-2025,Chennai,264, 3.76 ,Low,February,Average,2025-02
5980,Mathri,Snacks,19,40,760,05-06-2025,Mumbai,416, 4.80 ,Medium,June,Good,2025-06
5981,Aloo Bhujia,Snacks,18,20,360,30-07-2024,Mumbai,71, 4.50 ,Low,July,Good,2024-07
5982,Masala Papad,Appetizers,1,10,10,03-03-2025,Chennai,281, 4.10 ,Low,March,Good,2025-03
5983,Bhel Puri,Snacks,9,35,315,23-06-2024,Chennai,892, 3.70 ,Low,June,Average,2024-06
5984,Chana Dal Namkeen,Snacks,2,30,60,13-09-2024,Delhi,707, 4.50 ,Low,September,Good,2024-09
5985,Mathri,Snacks,11,40,440,03-11-2024,Lucknow,343, 2.80 ,Low,November,Bad,2024-11
5986,Rasgulla Tin,Sweets,20,80,1600,18-12-2024,Hyderabad,261, 4.40 ,High,December,Good,2024-12
5987,Soan Papdi,Sweets,19,70,1330,28-01-2025,Hyderabad,300, 2.70 ,High,January,Bad,2025-01
5988,Chana Dal Namkeen,Snacks,12,30,360,02-12-2024,Pune,133, 2.90 ,Low,December,Bad,2024-12
5989,Aloo Bhujia,Snacks,1,20,20,19-08-2024,Mumbai,424, 4.40 ,Low,August,Good,2024-08
5990,Navratan Mix,Snacks,15,25,375,16-05-2025,Chennai,277, 3.90 ,Low,May,Average,2025-05
5991,Masala Papad,Appetizers,11,10,110,13-12-2024,Lucknow,188, 4.20 ,Low,December,Good,2024-12
5992,Soan Papdi,Sweets,7,70,490,25-01-2025,Ahmedabad,233, 3.60 ,Low,January,Average,2025-01
5993,Bhel Puri,Snacks,20,35,700,12-01-2025,Jaipur,735, 4.90 ,Medium,January,Good,2025-01
5994,Aloo Bhujia,Snacks,2,20,40,25-10-2024,Mumbai,455, 3.76 ,Low,October,Average,2024-10
5995,Bhel Puri,Snacks,4,35,140,23-10-2024,Bangalore,699, 3.20 ,Low,October,Average,2024-10
5996,Kaju Katli,Sweets,15,150,2250,14-08-2024,Pune,974, 4.30 ,High,August,Good,2024-08
5997,Aloo Bhujia,Snacks,9,20,180,03-05-2025,Lucknow,308, 2.70 ,Low,May,Bad,2025-05
5998,Masala Papad,Appetizers,6,10,60,25-05-2025,Chennai,320, 4.40 ,Low,May,Good,2025-05
5999,Bhel Puri,Snacks,7,35,245,20-09-2024,Chennai,494, 3.80 ,Low,September,Average,2024-09
6000,Chana Dal Namkeen,Snacks,12,30,360,29-03-2025,Pune,674, 5.00 ,Low,March,Good,2025-03
6001,Navratan Mix,Snacks,7,25,175,30-04-2025,Delhi,940, 4.70 ,Low,April,Good,2025-04
6002,Soan Papdi,Sweets,9,70,630,06-03-2025,Jaipur,973, 2.70 ,Medium,March,Bad,2025-03
6003,Navratan Mix,Snacks,11,25,275,17-07-2024,Ahmedabad,573, 4.30 ,Low,July,Good,2024-07
6004,Navratan Mix,Snacks,17,25,425,30-09-2024,Jaipur,982, 3.76 ,Low,September,Average,2024-09
6005,Bhel Puri,Snacks,20,35,700,22-06-2024,Kolkata,74, 4.80 ,Medium,June,Good,2024-06
6006,Chana Dal Namkeen,Snacks,19,30,570,09-11-2024,Mumbai,118, 2.80 ,Medium,November,Bad,2024-11
6007,Masala Papad,Appetizers,13,10,130,01-07-2024,Kolkata,260, 4.10 ,Low,July,Good,2024-07
6008,Navratan Mix,Snacks,19,25,475,14-08-2024,Ahmedabad,246, 3.90 ,Low,August,Average,2024-08
6009,Kaju Katli,Sweets,10,150,1500,09-05-2025,Bangalore,749, 4.70 ,High,May,Good,2025-05
6010,Chana Dal Namkeen,Snacks,7,30,210,20-01-2025,Ahmedabad,939, 4.10 ,Low,January,Good,2025-01
6011,Kaju Katli,Sweets,6,150,900,10-04-2025,Chennai,508, 4.20 ,Medium,April,Good,2025-04
6012,Masala Papad,Appetizers,18,10,180,03-09-2024,Jaipur,469, 3.76 ,Low,September,Average,2024-09
6013,Chana Dal Namkeen,Snacks,18,30,540,10-05-2025,Ahmedabad,908, 2.90 ,Medium,May,Bad,2025-05
6014,Gulab Jamun Tin,Sweets,6,90,540,05-09-2024,Hyderabad,953, 2.70 ,Medium,September,Bad,2024-09
6015,Bhel Puri,Snacks,1,35,35,18-02-2025,Ahmedabad,992, 2.90 ,Low,February,Bad,2025-02
6016,Chana Dal Namkeen,Snacks,19,30,570,07-09-2024,Lucknow,61, 4.20 ,Medium,September,Good,2024-09
6017,Soan Papdi,Sweets,1,70,70,02-03-2025,Bangalore,554, 4.80 ,Low,March,Good,2025-03
6018,Gulab Jamun Tin,Sweets,18,90,1620,31-08-2024,Chennai,848, 5.00 ,High,August,Good,2024-08
6019,Chana Dal Namkeen,Snacks,3,30,90,24-09-2024,Pune,314, 4.60 ,Low,September,Good,2024-09
6020,Bhel Puri,Snacks,5,35,175,20-02-2025,Mumbai,786, 4.60 ,Low,February,Good,2025-02
6021,Gulab Jamun Tin,Sweets,16,90,1440,18-11-2024,Delhi,851, 4.00 ,High,November,Good,2024-11
6022,Aloo Bhujia,Snacks,15,20,300,28-12-2024,Delhi,830, 3.80 ,Low,December,Average,2024-12
6023,Aloo Bhujia,Snacks,17,20,340,19-06-2024,Ahmedabad,769, 4.80 ,Low,June,Good,2024-06
6024,Soan Papdi,Sweets,19,70,1330,13-05-2025,Chennai,168, 3.76 ,High,May,Average,2025-05
6025,Aloo Bhujia,Snacks,19,20,380,11-04-2025,Ahmedabad,240, 3.20 ,Low,April,Average,2025-04
6026,Rasgulla Tin,Sweets,14,80,1120,06-04-2025,Jaipur,739, 3.60 ,High,April,Average,2025-04
6027,Soan Papdi,Sweets,6,70,420,03-03-2025,Lucknow,419, 4.60 ,Low,March,Good,2025-03
6028,Masala Papad,Appetizers,9,10,90,15-06-2024,Hyderabad,404, 2.80 ,Low,June,Bad,2024-06
6029,Chana Dal Namkeen,Snacks,13,30,390,13-12-2024,Hyderabad,693, 4.40 ,Low,December,Good,2024-12
6030,Bhel Puri,Snacks,6,35,210,31-05-2025,Ahmedabad,105, 4.00 ,Low,May,Good,2025-05
6031,Chana Dal Namkeen,Snacks,16,30,480,02-08-2024,Lucknow,358, 3.76 ,Low,August,Average,2024-08
6032,Aloo Bhujia,Snacks,7,20,140,18-02-2025,Kolkata,341, 4.40 ,Low,February,Good,2025-02
6033,Aloo Bhujia,Snacks,6,20,120,18-08-2024,Pune,998, 4.00 ,Low,August,Good,2024-08
6034,Gulab Jamun Tin,Sweets,2,90,180,31-01-2025,Chennai,128, 3.50 ,Low,January,Average,2025-01
6035,Masala Papad,Appetizers,12,10,120,19-04-2025,Bangalore,975, 4.90 ,Low,April,Good,2025-04
6036,Gulab Jamun Tin,Sweets,8,90,720,15-06-2024,Delhi,626, 4.40 ,Medium,June,Good,2024-06
6037,Chana Dal Namkeen,Snacks,9,30,270,06-09-2024,Delhi,750, 3.30 ,Low,September,Average,2024-09
6038,Soan Papdi,Sweets,17,70,1190,18-09-2024,Hyderabad,150, 3.20 ,High,September,Average,2024-09
6039,Soan Papdi,Sweets,16,70,1120,03-02-2025,Hyderabad,125, 4.30 ,High,February,Good,2025-02
6040,Gulab Jamun Tin,Sweets,16,90,1440,20-04-2025,Lucknow,607, 2.70 ,High,April,Bad,2025-04
6041,Kaju Katli,Sweets,7,150,1050,08-10-2024,Pune,740, 3.50 ,High,October,Average,2024-10
6042,Gulab Jamun Tin,Sweets,7,90,630,15-03-2025,Bangalore,504, 3.00 ,Medium,March,Average,2025-03
6043,Masala Papad,Appetizers,5,10,50,14-03-2025,Bangalore,545, 4.20 ,Low,March,Good,2025-03
6044,Rasgulla Tin,Sweets,17,80,1360,16-02-2025,Chennai,476, 4.50 ,High,February,Good,2025-02
6045,Gulab Jamun Tin,Sweets,16,90,1440,26-09-2024,Bangalore,190, 3.90 ,High,September,Average,2024-09
6046,Navratan Mix,Snacks,2,25,50,23-11-2024,Chennai,829, 3.70 ,Low,November,Average,2024-11
6047,Aloo Bhujia,Snacks,1,20,20,25-05-2025,Ahmedabad,709, 2.90 ,Low,May,Bad,2025-05
6048,Gulab Jamun Tin,Sweets,9,90,810,05-11-2024,Delhi,209, 2.50 ,Medium,November,Bad,2024-11
6049,Gulab Jamun Tin,Sweets,7,90,630,08-05-2025,Chennai,908, 4.20 ,Medium,May,Good,2025-05
6050,Bhel Puri,Snacks,17,35,595,25-10-2024,Chennai,546, 3.50 ,Medium,October,Average,2024-10
6051,Navratan Mix,Snacks,5,25,125,07-12-2024,Hyderabad,661, 3.90 ,Low,December,Average,2024-12
6052,Aloo Bhujia,Snacks,9,20,180,17-09-2024,Jaipur,224, 4.00 ,Low,September,Good,2024-09
6053,Kaju Katli,Sweets,4,150,600,04-09-2024,Jaipur,972, 4.10 ,Medium,September,Good,2024-09
6054,Bhel Puri,Snacks,1,35,35,10-12-2024,Pune,302, 4.30 ,Low,December,Good,2024-12
6055,Masala Papad,Appetizers,10,10,100,07-10-2024,Bangalore,98, 4.20 ,Low,October,Good,2024-10
6056,Bhel Puri,Snacks,8,35,280,01-03-2025,Jaipur,635, 3.60 ,Low,March,Average,2025-03
6057,Aloo Bhujia,Snacks,11,20,220,31-12-2024,Chennai,730, 4.60 ,Low,December,Good,2024-12
6058,Gulab Jamun Tin,Sweets,20,90,1800,28-04-2025,Pune,534, 4.00 ,High,April,Good,2025-04
6059,Masala Papad,Appetizers,5,10,50,09-02-2025,Ahmedabad,569, 4.50 ,Low,February,Good,2025-02
6060,Aloo Bhujia,Snacks,8,20,160,13-11-2024,Lucknow,467, 4.00 ,Low,November,Good,2024-11
6061,Bhel Puri,Snacks,7,35,245,24-01-2025,Chennai,82, 2.60 ,Low,January,Bad,2025-01
6062,Rasgulla Tin,Sweets,4,80,320,21-07-2024,Lucknow,522, 4.00 ,Low,July,Good,2024-07
6063,Soan Papdi,Sweets,12,70,840,14-06-2024,Hyderabad,798, 4.20 ,Medium,June,Good,2024-06
6064,Aloo Bhujia,Snacks,5,20,100,27-12-2024,Hyderabad,11, 3.60 ,Low,December,Average,2024-12
6065,Bhel Puri,Snacks,13,35,455,24-02-2025,Delhi,412, 3.10 ,Low,February,Average,2025-02
6066,Masala Papad,Appetizers,16,10,160,05-05-2025,Pune,482, 3.20 ,Low,May,Average,2025-05
6067,Mathri,Snacks,19,40,760,03-05-2025,Ahmedabad,438, 3.90 ,Medium,May,Average,2025-05
6068,Kaju Katli,Sweets,20,150,3000,04-11-2024,Mumbai,911, 3.10 ,High,November,Average,2024-11
6069,Kaju Katli,Sweets,6,150,900,16-01-2025,Kolkata,150, 3.50 ,Medium,January,Average,2025-01
6070,Rasgulla Tin,Sweets,4,80,320,18-02-2025,Hyderabad,360, 3.50 ,Low,February,Average,2025-02
6071,Chana Dal Namkeen,Snacks,10,30,300,28-01-2025,Chennai,586, 3.50 ,Low,January,Average,2025-01
6072,Mathri,Snacks,20,40,800,03-02-2025,Kolkata,629, 4.00 ,Medium,February,Good,2025-02
6073,Aloo Bhujia,Snacks,7,20,140,29-09-2024,Ahmedabad,576, 4.50 ,Low,September,Good,2024-09
6074,Masala Papad,Appetizers,14,10,140,05-10-2024,Hyderabad,445, 4.10 ,Low,October,Good,2024-10
6075,Gulab Jamun Tin,Sweets,3,90,270,04-03-2025,Jaipur,59, 3.00 ,Low,March,Average,2025-03
6076,Aloo Bhujia,Snacks,5,20,100,23-07-2024,Mumbai,16, 4.30 ,Low,July,Good,2024-07
6077,Chana Dal Namkeen,Snacks,7,30,210,16-12-2024,Pune,687, 4.20 ,Low,December,Good,2024-12
6078,Rasgulla Tin,Sweets,12,80,960,06-07-2024,Pune,672, 3.00 ,Medium,July,Average,2024-07
6079,Rasgulla Tin,Sweets,6,80,480,20-10-2024,Chennai,291, 3.60 ,Low,October,Average,2024-10
6080,Mathri,Snacks,7,40,280,27-09-2024,Lucknow,66, 3.50 ,Low,September,Average,2024-09
6081,Navratan Mix,Snacks,19,25,475,15-02-2025,Mumbai,34, 3.30 ,Low,February,Average,2025-02
6082,Bhel Puri,Snacks,14,35,490,16-10-2024,Pune,737, 2.60 ,Low,October,Bad,2024-10
6083,Chana Dal Namkeen,Snacks,7,30,210,12-05-2025,Bangalore,423, 4.80 ,Low,May,Good,2025-05
6084,Chana Dal Namkeen,Snacks,18,30,540,27-09-2024,Lucknow,643, 4.20 ,Medium,September,Good,2024-09
6085,Bhel Puri,Snacks,12,35,420,21-09-2024,Lucknow,371, 3.20 ,Low,September,Average,2024-09
6086,Chana Dal Namkeen,Snacks,14,30,420,21-02-2025,Delhi,805, 4.20 ,Low,February,Good,2025-02
6087,Mathri,Snacks,7,40,280,15-03-2025,Jaipur,99, 3.20 ,Low,March,Average,2025-03
6088,Kaju Katli,Sweets,18,150,2700,24-05-2025,Mumbai,14, 4.40 ,High,May,Good,2025-05
6089,Gulab Jamun Tin,Sweets,9,90,810,20-02-2025,Pune,445, 4.60 ,Medium,February,Good,2025-02
6090,Masala Papad,Appetizers,16,10,160,06-10-2024,Chennai,705, 3.10 ,Low,October,Average,2024-10
6091,Chana Dal Namkeen,Snacks,18,30,540,24-08-2024,Delhi,762, 4.70 ,Medium,August,Good,2024-08
6092,Kaju Katli,Sweets,5,150,750,09-08-2024,Ahmedabad,966, 4.10 ,Medium,August,Good,2024-08
6093,Soan Papdi,Sweets,14,70,980,29-12-2024,Hyderabad,940, 3.90 ,Medium,December,Average,2024-12
6094,Chana Dal Namkeen,Snacks,18,30,540,05-04-2025,Kolkata,757, 2.70 ,Medium,April,Bad,2025-04
6095,Bhel Puri,Snacks,18,35,630,13-09-2024,Ahmedabad,242, 3.20 ,Medium,September,Average,2024-09
6096,Masala Papad,Appetizers,12,10,120,27-05-2025,Delhi,620, 3.80 ,Low,May,Average,2025-05
6097,Mathri,Snacks,7,40,280,04-07-2024,Ahmedabad,41, 4.40 ,Low,July,Good,2024-07
6098,Aloo Bhujia,Snacks,5,20,100,20-04-2025,Chennai,46, 3.90 ,Low,April,Average,2025-04
6099,Mathri,Snacks,13,40,520,10-05-2025,Kolkata,402, 4.90 ,Medium,May,Good,2025-05
6100,Rasgulla Tin,Sweets,9,80,720,19-04-2025,Chennai,305, 3.10 ,Medium,April,Average,2025-04
6101,Masala Papad,Appetizers,17,10,170,22-04-2025,Pune,609, 5.00 ,Low,April,Good,2025-04
6102,Rasgulla Tin,Sweets,4,80,320,31-01-2025,Hyderabad,398, 3.76 ,Low,January,Average,2025-01
6103,Gulab Jamun Tin,Sweets,17,90,1530,15-11-2024,Jaipur,65, 3.76 ,High,November,Average,2024-11
6104,Bhel Puri,Snacks,2,35,70,23-02-2025,Chennai,338, 3.50 ,Low,February,Average,2025-02
6105,Masala Papad,Appetizers,13,10,130,14-10-2024,Pune,0, 4.00 ,Low,October,Good,2024-10
6106,Aloo Bhujia,Snacks,7,20,140,03-03-2025,Jaipur,412, 3.20 ,Low,March,Average,2025-03
6107,Soan Papdi,Sweets,19,70,1330,05-08-2024,Mumbai,672, 2.70 ,High,August,Bad,2024-08
6108,Navratan Mix,Snacks,6,25,150,19-03-2025,Bangalore,118, 2.60 ,Low,March,Bad,2025-03
6109,Gulab Jamun Tin,Sweets,19,90,1710,21-06-2024,Pune,715, 3.40 ,High,June,Average,2024-06
6110,Soan Papdi,Sweets,17,70,1190,21-02-2025,Mumbai,653, 4.10 ,High,February,Good,2025-02
6111,Aloo Bhujia,Snacks,10,20,200,22-12-2024,Mumbai,321, 3.10 ,Low,December,Average,2024-12
6112,Gulab Jamun Tin,Sweets,12,90,1080,04-10-2024,Bangalore,865, 4.30 ,High,October,Good,2024-10
6113,Soan Papdi,Sweets,1,70,70,20-09-2024,Mumbai,834, 3.30 ,Low,September,Average,2024-09
6114,Aloo Bhujia,Snacks,1,20,20,30-05-2025,Bangalore,600, 4.60 ,Low,May,Good,2025-05
6115,Gulab Jamun Tin,Sweets,17,90,1530,21-11-2024,Delhi,108, 4.70 ,High,November,Good,2024-11
6116,Navratan Mix,Snacks,6,25,150,16-11-2024,Kolkata,830, 3.70 ,Low,November,Average,2024-11
